Bāramūla,34.209004,74.342853,0.18,0
Bakshpur,25.894283,80.792104,0.0,0
Dibrugarh,27.479888,94.90837,0.30000000000000004,0
Saidāpur,27.598784,80.75089,0.0,0
Navsāri,20.85,72.916667,0.93,0
Budaun,28.038114,79.126677,0.0,0
Cuddalore,11.746289,79.764362,1.4200000000000002,0
Harīpur,31.463218,75.986418,0.0,0
Krishnāpuram,12.869617,79.719469,1.1500000000000001,0
Fyzābād,26.775486,82.150182,0.0,0
Silchar,24.827327,92.797868,0.05,0
Ambāla,30.360993,76.797819,0.0,0
Krishnanagar,23.405761,88.490733,0.0,0
Kolār,13.137679,78.129989,0.24000000000000002,0
Kumbakonam,10.959789,79.377472,2.36,0
Tiruvannāmalai,12.230204,79.072954,0.98,0
Pīlibhīt,28.631245,79.804362,0.0,0
Abohar,30.144533,74.19552,0.0,0
Port Blair,11.666667,92.75,12.190000000000001,0
Alīpur Duār,26.4835,89.522855,0.0,0
Hatīsa,27.592698,78.013843,0.0,0
Vālpārai,10.325163,76.955299,3.5999999999999996,0
Aurangābād,24.752037,84.374202,0.0,0
Kohima,25.674673,94.110988,0.5599999999999999,0
Gangtok,27.325739,88.612155,0.02,0
Karūr,10.960277,78.076753,1.2600000000000002,0
Jorhāt,26.757509,94.203055,0.36,0
Panaji,15.498289,73.824541,0.25,0
Saidpur,34.318174,74.457093,0.06,0
Tezpur,26.633333,92.8,0.0,0
Itanagar,27.102349,93.692047,0.05,0
Daman,20.414315,72.83236,1.6099999999999999,0
Silvassa,20.273855,72.996728,2.88,0
Diu,20.715115,70.987952,0.86,0
Dispur,26.135638,91.800688,0.0,0
Kavaratti,10.566667,72.616667,2.28,0
Calicut,11.248016,75.780402,3.07,0
Kagaznāgār,19.331589,79.466051,0.43999999999999995,0
Jaipur,26.913312,75.787872,0.0,0
Ghandinagar,23.216667,72.683333,1.34,0
Panchkula,30.691512,76.853736,0.0,0
